id,original,edit,meanGrade,pred
3944,"U.S. Air Force jets take off from Guam for training , ensuring they can ' <fight/> tonight '",drink,1.8,1.301191
6,"White House staff shakeup coming after recent <leaks/> , says Kellyanne Conway",parties,1.8,0.997438
6340,Florida school massacre sparks church sign : ' When will they love their kids more than their <guns/> ',televisions,1.8,0.907901
14541,"Leading Constitutional <Scholar/> : Comey Firing Legal , but Trump Has Committed Impeachable Offenses",rapper,1.8,0.6576
4064,The High Price of <Failing/> America 's Costliest Patients,eating,1.8,0.745121
958,Trump Repeals Regulation Protecting Workers From <Wage/> Theft,lunch,1.8,1.007056
5973,Special Counsel Mueller ' poses an existential threat ' to Trump 's <presidency/> : Trump friend Chris Ruddy,wardrobe,1.8,1.091527
3921,Sen. Bernie Sanders says he ’s “ sickened ” by alleged <Virginia/> shooter who supported him,mucus,1.8,1.067935
14195,Ex-CIA chief <John Brennan/> to Trump : ' America will triumph over you ',monkey,1.8,0.825452
13918,Report : Senate 's Russia <probe/> understaffed,orgy,1.8,0.929551
9356,"Barred from <China/> and silenced in the US , this beauty queen is n't backing down",makeup,1.8,1.165721
12188,Trump ’s Conspicuous <Silence/> Leaves a Struggle Against Russia Without a Leader .,Hairdo,1.8,1.952677
2932,Poll : Less than one-third think Trump 's <immigration/> order will make them safer,pizza,1.8,1.484979
13957,Denver demonstrates : Legalize marijuana and get affordable <housing/> ,Munchies,1.8,1.387686
8433,Reince Priebus Pushed Out After Rocky Tenure as Chief of <Staff/> ,Pancakes,1.8,1.236865
14573,Huckabee : My daughter ‘ has no desire ’ for Spicer ’s <job/> ,sandwich,1.8,1.369941
4905,"Trump ordered Mueller <fired/> last year before backing off , news report says",dinner,1.8,1.055927
6393,The Smoking Gun That Took Down Nixon : One From the <History/> Books,comic,1.8,0.618405
12450,Trump ’s <racism/> is n’t incidental to his political appeal . It ’s the core of it .,hair,1.8,2.000628
999,"Trump 's views on <Islam/> ' continue to evolve , ' Secretary of State Rex Tillerson says",gardening,1.8,0.816264
13483," <Students/> Hate Quotes from Trump 's State of the Union , Until Realizing They Are Obama 's",Democrats,1.8,0.61055
8446,Justice Neil Gorsuch <Votes/> 100 Percent Of The Time With Most Conservative Colleague,parties,1.8,1.053737
6345,"Report : China Moves 300,000 <Troops/> Closer to North Korean Border",Dominoes,1.8,1.270186
9529,Why Is n’t Gina Haspel Coming Clean About <Torture/> ?,dishwashers,1.8,0.99708
3835,Kasich wo n’t close door on 2020 presidential <run/> ,bathroom,1.8,1.352206
7458,Former Pentagon chief Ash Carter returns to <teach/> at Harvard,clean,1.8,0.952914
6940,Melania Trump has ' wonderful ' <visit/> with panda,relationship,1.8,1.256005
2657,Factbox : Republican U.S. senators to <watch/> in the debate on the tax bill,wrestle,1.8,1.038358
13332,Most heavily-armed <states/> in America - Pictures,wrestlers,1.8,0.923972
1778,Trump names Brad Parscale as 2020 <election/> campaign chief,pancake,1.8,0.980613
719,Trump Team to Assess <Cost/> for Border Wall,decorations,1.8,0.834979
14562,North Korean <Official/> : Situation in a ' Vicious Cycle ',drier,1.8,0.667964
1580,Republicans shrug off reports Trump wanted to <fire/> Mueller,kiss,1.8,1.825503
10609,Trump to nominate <Rod Rosenstein/> to be deputy U.S. attorney general,turtle,1.8,0.897608
11920,"CNN : Trump ’s Wrestling <Meme/> May Be Racist , Antisemitic",character,1.8,1.08007
1670,"Gina Haspel , Trump ’s controversial pick for CIA <director/> , has just been confirmed",stylist,1.8,0.776393
13532,Trump 's <lawyers/> are ' anxious ' for a ruling in Manafort 's case as they gear up to take on Mueller,toupees,1.8,1.358316
2422,Ex-Trump Campaign Aide Carter Page ' Ca n't Deny ' He Met With Russian <Official/> ,Bear,1.8,1.062885
3889,"Despite Trump ’s <unpopularity/> , Democrats face long road back into power",toupee,1.8,1.088347
13566,The fact that these <girls/> understand what it means to be a leader ( despite what it 's about ) speaks volumes .,hamsters,1.8,1.129122
7872,Donna Brazile wanted to replace Clinton with <Joe Biden/> as Democratic nominee : Report,hamster,1.8,1.341408
14688,The U.N. 's Most Important <Peacekeeping/> Mission : Trump,Babysitting,1.8,1.332498
3352,Man in Trump hat prompts confusion by showing up near scene of Texas school shooting with <gun/> and American flag,lasagna,1.8,1.242825
9785,Watch now : Obama delivers first public <remarks/> of post-presidency,pizza,1.7,1.045092
6067,"Democrats : Americans want <opportunity/> , not ' saviors or handouts '",cookies,1.7,1.213781
10443,Donald Trump made good on his campaign promise about <ISIS/> today,candy,1.6,1.5484
11606,The Trump administration just cranked up pressure on <North Korea/> ,tires,1.6,0.723388
13845,RNC “ <cloakroom/> ” was secretly funded by corporate cash,buffet,1.6,0.939107
4131,The Key Players In Trump 's ' Deep State ' Conspiracy Theory Are All <Republicans/> ,donkeys,1.6,1.248283
14996,"MAR 12 2018 , 5:23 AM ET Qataris opted not to give info on Kushner , secret <meetings/> to Mueller",sonnets,1.6,0.88158
3511,Key moments from President Trump 's wide-ranging press conference with <Mitch McConnell/> ,Mirror,1.6,0.75568
774, <Gun/> control that Tea Party members can support,Odor,1.6,0.8993
6446,Massachusetts to plug <gap/> if Congress blocks Planned Parenthood funds,tailpipe,1.6,0.799661
10666,Trump 's Official Portrait Resembles a <Smiley/> Emoji,blowfish,1.6,0.999223
568,"China ' holding at least 120,000 Uighurs in re-education <camps/> '",carnivals,1.6,0.805731
6007,Israel Says It Downed Hezbollah <Drone/> Headed Toward Golan,beer,1.6,0.852477
7675,Hillary Clinton ’s big problem was n’t bad data — it was bad <politics/> ,hygiene,1.6,1.041826
1706,"Putin tells Americans to <stop/> disrespecting Trump , because he 's the president",keep,1.6,0.881195
7927,Saudi-led air strikes support Yemen 's Saleh as he <shifts/> against Houthis,dances,1.6,0.959129
886,U.S. Muslims More Accepting of <Homosexuality/> Than White Evangelicals,whites,1.6,0.729488
8358,A judge ruled this <veteran/> is a US citizen . Now he faces deportation to Mexico,koala,1.6,1.095153
3939,Donna Brazile wanted to replace Clinton with <Joe Biden/> as Democratic nominee : Report,beer,1.6,1.256042
6014,Paul Ryan sees ' no reason ' for Trump to fire Deputy Attorney General <Rod Rosenstein/> ,Satan,1.6,1.019315
10849,Zuckerberg sold nearly $ 500 million Facebook <stock/> in February,emojis,1.6,1.063591
207,KIM JONG UN SAYS TRUMP IS ' MENTALLY DERANGED ' AND NEEDS TO BE TAMED WITH ' <FIRE/> ',cookies,1.6,1.37247
9340,Wildlife conservationists sue over proposed <border/> wall,fur,1.6,1.035354
11723,Theresa May to <urge/> Trump to avoid London protests during UK visit,Adopt,1.6,1.00607
2340,It Looks Like <Donald Trump/> Made Up A Friend,preschooler,1.6,0.876401
8549,' Trump Place ' condo board goes to court to remove Trump name from <building/> ,toupee,1.6,1.279852
3815,Russia says will not offer to host Trump <meeting/> with North Korea 's Kim : RIA,dance,1.6,1.779472
12462,"Turkey Referendum : Erdogan Declares Victory , Handed Sweeping <Powers/> ",brooms,1.6,1.083151
9589,India Supreme Court judges : <Democracy/> is in danger,Pickle,1.6,1.245143
7929,FBI Director James Comey to testify at Russia <hearing/> : How to watch online,Roulette,1.6,1.511756
13113,"Students are more anxious in the <Trump/> era , teachers say",Clown,1.6,1.443237
3083,Is There Method in Donald Trump ’s <Madness/> ?,acting,1.6,1.134917
10688,"Most Americans favor an independent inquiry into Trump associates ’ <ties/> with Russia , poll shows",dancing,1.6,1.108745
10168,"Cable News Praises Trump On <Syria/> , Because Bombing Stuff Is ‘ Presidential ’",hair,1.6,1.513311
14302,"Trump has the habits of a <showman/> , not a manager . Get ready for chaos",snail,1.6,0.955824
10382,Read : President Donald Trump ’s first speech to <Congress/> ,crickets,1.6,0.968304
50,Karen Handel breaks the glass <ceiling/> by becoming the first woman to be elected into the US House from Georgia,slipper,1.6,0.937377
14076,The Key Players In Trump 's ' Deep <State/> ' Conspiracy Theory Are All Republicans,Throat,1.6,0.878983
3315,Judge Rules That Cherokee <Freedmen/> Have Right To Tribal Citizenship,Jeeps,1.6,0.920054
11178,A woman <interviewed/> 100 convicted rapists in India . This is what she learned .,molested,1.6,0.807484
846,Sharp Words Over Wall Halt Plans for Mexican President to <Visit/> White House,Burn,1.6,1.116986
7634,Donald Trump ’s nuked <credibility/> : How can a flagrantly dishonest president manage an international crisis ?,leftovers,1.6,1.026787
6199,North Korea detonates its sixth and most powerful nuclear <test/> yet,firecracker,1.6,0.933046
10044,Trump brings shame to the U.S. with an immigration ban based on <fear/> ,tequila,1.6,1.297181
10674,Democratic leadership was quick to slam the GOP 's <tax/> plan,breakfast,1.6,1.093601
12192,Theresa May : ‘ Highly Likely ’ Russia Is Responsible for <Poisoning/> Former Spy,teasing,1.6,0.763786
6966,Theresa May to urge Trump to avoid London <protests/> during UK visit,foods,1.6,1.062033
14278,Sen. <Jeff Flake/> : ' You ca n't continue to just remain silent ',mime,1.6,0.876922
10054,The Latest : Trump lauds <deal/> on GOP tax cuts,self,1.6,0.697833
14379,Fed rebel warns businesses to stop ' whining ' about a shortage of <workers/> ,marijuana,1.6,1.120462
9894, <Gun/> background check system riddled with flaws,pancake,1.6,0.681877
3081,Why A <Pill/> That 's 4 Cents In Tanzania Costs Up To $ 400 In The U.S.,prostitute,1.6,0.713123
11952,Scotland offers free <abortions/> to women from Northern Ireland,babies,1.6,1.325872
3207,Israel Says It <Downed/> Hezbollah Drone Headed Toward Golan,decorated,1.6,0.583469
10303,Syria Strike Puts Lockheed Martin 's Stealthy New <Missile/> to Test,Miniskirt,1.6,0.894595
13888,Trump 's Mar-a-Lago <diplomacy/> with China 's Xi may reveal more than you think,striptease,1.6,1.777157
5891,"Trump flouts <warnings/> , declares Jerusalem Israel ’s capital",intelligence,1.6,0.570311
2085,Pence : Trump ‘ actively considering ’ relocation of <U.S. Embassy/> to Jerusalem,playground,1.6,0.69685
1292,"As Joe Arpaio waits for <mercy/> , 5 things to know about presidential pardons .",dinner,1.6,1.036021
588,US drug <companies/> accused of being ' cheerleaders ' for opioids,dealers,1.6,0.66257
10890,The Latest : Election tally shows <Austria/> turning right,grandma,1.6,1.104378
3840,Eric Trumo Claims <Journalists/> Drank ' Cases of Red Bull ' To Keep up With His 71 Years Old Dad,Toddlers,1.6,1.291095
14382,Poll : Oprah Beats <Trump/> 48-38 with Likely Voters in 2020 Election,broccoli,1.6,0.862604
4206,Trump to <decide/> ‘ very quickly ’ on US pullout from Syria,waver,1.6,0.728133
674,"Koch Industries spent part of $ 3.1 million to help confirm Scott Pruitt as <head/> of the EPA , filings show",janitor,1.6,0.754281
3002,Massachusetts to plug <gap/> if Congress blocks Planned Parenthood funds,daughters,1.6,0.865872
7685,"The flag , the military , police shootings , the NFL and Trump get the barbershop <treatment/> at Tolliver 's",quartet,1.6,0.962711
5014,"EPA report shows economic growth , environmental <rules/> can co-exist",disasters,1.6,0.615845
7057,Ex-Trump Campaign Aide Carter Page ' Ca n't Deny ' He <Met/> With Russian Official,romped,1.6,1.644516
4616,U.C.L.A. Players Returning Home After Trump Asks <Xi/> for Help,cheerleaders,1.6,1.146054
10207,“ The fish rots from the head ” : a historian on the unique corruption of Trump ’s White <House/> ,fish,1.6,0.883181
14398,"In Minneapolis , Unusual Police <Killing/> Raises an Old Outcry : Why ?",Twirling,1.6,1.063857
10110,Fukushima ’s radioactive <water/> may have been leaking for months,bladder,1.6,0.955391
4190,"Most Americans favor an independent inquiry into Trump associates ’ <ties/> with Russia , poll shows",parties,1.6,0.908699
11443,North Korea fires unidentified <projectile/> : South Korea military,food,1.6,0.652271
11336,Trump : U.S. has ' no choice ' but to deal with North Korea <arms/> challenge,trivia,1.6,1.09742
5041,U.N. Security Council opens <emergency/> session on Syria,jam,1.6,0.832818
8275,Fed rebel warns businesses to stop ' whining ' about a shortage of <workers/> ,napkins,1.6,1.223697
5023,"Trump : ‘ <Media/> may be corrupt , but the People truly get it ! ’",president,1.6,0.9539
5817,' Antifa ' <violence/> in Berkeley becomes problem for left-wing activist community,flashing,1.6,0.683276
10803,Chaffetz questions whether Comey <memos/> are ' actually there ',thoughts,1.6,0.714547
6177,Oregon man <dies/> ' peacefully ' after told Trump 's been impeached,lives,1.6,0.592982
2874,Key <features/> of the Republicans ’ final tax bill,failures,1.6,0.443017
3401,Martin Shkreli sent to <jail/> ,corner,1.6,0.607071
7954,"Fox News blocked reporter from investigating Trump/Russia ties then fired her for reporting sexual <harassment/> , former employee states",healing,1.6,1.118422
5528,Steve Bannon Reportedly Attacked <Paul Ryan/> As ‘ A Limp-D ** k Motherf ** ker ’,Boyfriend,1.6,1.080693
6107,Cramer rethinking decision to skip North Dakota Senate <race/> ,hoedown,1.6,0.733971
7787,"Even Now , Paul Ryan Really Does n’t Want To Talk About <Donald Trump/> ",stuffing,1.6,1.309222
13473,' His <mustache/> is a problem ' : Trump reportedly soured on John Bolton for a top Cabinet position because of his looks,face,1.6,1.285769
5650,Trump expected to invite France 's Macron for first state visit of his <presidency/> ,monarchy,1.6,0.813721
2607,Tehran <attackers/> ' were IS recruits from Iran ' - BBC News,transvestites,1.6,1.041056
7505,White House struggles to <contain/> Flynn fallout,Spell,1.6,0.54545
1880,Trump <dials/> back rhetoric as he says Syria attack may not happen soon,Screams,1.6,1.002718
11045,Trump could create nuclear <holocaust/> in five minutes ; Congress is now trying to stop that,family,1.6,1.233585
10963,GOP <Health/> Care Bill Would Cut About $ 765 Billion In Taxes Over 10 Years,penguin,1.6,0.879214
6688,Air India revokes ban on Minister of Parliament who beat <employee/> ,eggs,1.6,1.130776
10638,Trump Asks <Congress/> For $ 4.9 Billion Loan To Puerto Rico,wife,1.6,0.804781
383,GOP stalwart Steve Forbes blasts Republicans on ' crazy ' <border/> tax 's $ 1 trillion cost to consumers,taco,1.6,1.283235
2692,America 's military wo n't save us from Trump 's <fascism/> ,mouth,1.6,1.003234
14174,Two Navy SEALs under investigation in death of <Green Beret/> in Mali,salmon,1.6,0.691396
6992,Trump to nominate <Rod Rosenstein/> to be deputy U.S. attorney general,monkey,1.6,1.405758
6451,College considered selling <land/> before Sander 's wife left,lemonade,1.6,1.10943
7977,The lessons we learned from Nixon about when presidents <unravel/> ,Drool,1.6,1.202267
12089,James Comey left a <paper/> trail : Memo reportedly reveals Trump asked FBI to end Flynn investigation,treasure,1.6,0.960766
13737,Trump ’s “ frenemy of the week ” campaign is starting to backfire : Which Republican will he try to <humiliate/> next ?,eat,1.6,1.159414
7542,Democratic <leadership/> was quick to slam the GOP 's tax plan,wrestler,1.6,0.927769
2755,"Big Oil May Finally Get to <Drill/> in the Arctic , But Is It Worth It ?",ski,1.6,0.846823
335,Vladimir Putin ’s next <move/> : What does the Russian leader want from Trump ? And what will he offer ?,bribe,1.6,0.822363
12082,"San Juan Mayor Wears "" Help Us We Are <Dying/> "" Shirt On CNN",crocheting,1.6,1.252203
3041,WSJ : Trump 's top national <security/> adviser is being investigated for his communications with Russia,hair,1.6,1.403462
